"","response","age","whitecollar","bluecollar","other_job","divorced","married","single","primary","secondary","tertiary","unknown_edu"
"1258","No",51,0,1,0,0,1,0,1,0,0,0
"1259","No",48,0,1,0,0,1,0,0,1,0,0
"1260","No",37,0,1,0,0,0,1,0,1,0,0
"1261","No",33,0,1,0,0,0,1,0,1,0,0
"1262","No",30,0,1,0,0,1,0,1,0,0,0
"1264","No",49,0,1,0,0,1,0,0,1,0,0
"1265","No",54,0,0,1,0,1,0,1,0,0,0
"1266","No",31,0,0,1,0,1,0,0,0,1,0
"1267","Yes",54,0,0,1,0,1,0,0,0,0,1
"1268","No",36,0,0,1,0,1,0,0,1,0,0
"1269","No",30,1,0,0,0,1,0,0,1,0,0
"1270","Yes",27,0,1,0,0,0,1,0,1,0,0
"1271","No",30,1,0,0,0,1,0,0,1,0,0
"1272","No",30,0,1,0,0,1,0,0,1,0,0
"1273","No",35,0,1,0,1,0,0,0,1,0,0
"1274","No",33,0,1,0,1,0,0,0,1,0,0
"1275","No",43,0,1,0,1,0,0,1,0,0,0
"1278","Yes",46,1,0,0,1,0,0,0,1,0,0
"1279","No",54,0,1,0,0,1,0,0,1,0,0
"1281","No",30,0,1,0,0,0,1,0,0,1,0
"1282","No",40,1,0,0,0,1,0,1,0,0,0
"1283","No",30,0,1,0,0,1,0,1,0,0,0
"1284","No",27,1,0,0,0,1,0,0,1,0,0
"1285","No",41,0,1,0,0,1,0,1,0,0,0
"1286","No",54,0,1,0,0,1,0,0,1,0,0
"1287","No",32,1,0,0,0,0,1,0,0,1,0
"1288","Yes",31,1,0,0,0,1,0,0,0,1,0
"1289","No",42,0,1,0,0,1,0,0,1,0,0
"1290","No",48,1,0,0,0,1,0,1,0,0,0
"1291","No",34,0,1,0,0,1,0,1,0,0,0
"1292","No",55,0,1,0,1,0,0,0,1,0,0
"1293","No",49,0,1,0,0,1,0,0,1,0,0
"1294","No",46,1,0,0,1,0,0,0,0,1,0
"1295","No",47,1,0,0,0,1,0,0,0,0,1
"1296","No",24,1,0,0,0,0,1,0,0,1,0
"1297","No",58,1,0,0,0,1,0,0,1,0,0
"1298","Yes",32,1,0,0,0,0,1,0,0,1,0
"1299","No",25,0,0,1,0,0,1,0,1,0,0
"1300","No",49,0,1,0,0,1,0,0,1,0,0
"1301","Yes",59,0,0,1,1,0,0,0,1,0,0
"1302","No",30,1,0,0,0,0,1,0,0,1,0
"1303","No",46,0,1,0,0,1,0,0,1,0,0
"1305","No",37,1,0,0,0,1,0,0,0,1,0
"1306","No",44,0,1,0,0,1,0,1,0,0,0
"1307","No",49,0,1,0,0,1,0,0,1,0,0
"1308","No",41,0,1,0,0,1,0,0,1,0,0
"1309","No",48,0,1,0,0,1,0,0,0,1,0
"1311","No",37,0,0,1,0,1,0,0,0,0,1
"1314","No",32,1,0,0,0,0,1,0,0,1,0
"1315","No",48,0,1,0,0,1,0,1,0,0,0
"1316","No",49,0,1,0,0,1,0,0,0,1,0
"1317","No",30,1,0,0,0,1,0,0,0,1,0
"1318","No",27,1,0,0,0,0,1,0,1,0,0
"1319","No",34,0,1,0,0,1,0,0,1,0,0
"1320","Yes",49,1,0,0,0,1,0,0,1,0,0
"1322","No",40,0,1,0,0,1,0,0,1,0,0
"1323","No",38,0,1,0,0,1,0,0,1,0,0
"1326","No",28,1,0,0,0,0,1,0,0,1,0
"1327","No",51,0,1,0,0,1,0,0,0,0,1
"1329","No",26,1,0,0,0,0,1,0,0,1,0
"1330","No",34,1,0,0,0,0,1,0,1,0,0
"1331","No",27,0,1,0,0,1,0,0,1,0,0
"1332","No",42,1,0,0,0,1,0,0,1,0,0
"1333","Yes",45,1,0,0,0,1,0,0,1,0,0
"1334","No",31,0,1,0,0,0,1,0,1,0,0
"1335","Yes",32,1,0,0,0,0,1,0,0,1,0
"1336","No",39,0,1,0,0,1,0,1,0,0,0
"1337","No",26,0,1,0,0,0,1,0,1,0,0
"1339","No",52,0,1,0,0,1,0,0,1,0,0
"1340","No",40,0,1,0,0,0,1,0,0,1,0
"1341","No",48,0,1,0,0,1,0,0,1,0,0
"1342","No",31,0,1,0,0,1,0,0,1,0,0
"1345","Yes",28,1,0,0,0,0,1,0,1,0,0
"1348","No",29,1,0,0,0,1,0,0,0,1,0
"1349","No",36,1,0,0,0,1,0,0,0,1,0
"1351","No",55,0,1,0,1,0,0,1,0,0,0
"1352","No",43,1,0,0,1,0,0,0,0,1,0
"1353","No",23,0,0,1,0,0,1,0,1,0,0
"1354","No",44,0,1,0,0,1,0,0,0,1,0
"1355","No",58,0,1,0,0,1,0,1,0,0,0
"1357","No",30,1,0,0,0,0,1,0,0,1,0
"1358","No",29,1,0,0,0,0,1,0,1,0,0
"1359","No",41,0,1,0,0,1,0,0,1,0,0
"1360","No",35,0,0,1,0,1,0,1,0,0,0
"1361","No",31,0,1,0,0,0,1,0,1,0,0
"1362","No",27,1,0,0,0,0,1,0,0,1,0
"1363","No",47,0,1,0,0,1,0,0,1,0,0
"1364","No",53,1,0,0,0,1,0,0,0,1,0
"1365","No",34,1,0,0,0,1,0,0,0,1,0
"1366","No",34,0,1,0,0,1,0,1,0,0,0
"1367","No",36,1,0,0,0,1,0,0,0,1,0
"1368","No",40,0,1,0,0,1,0,0,1,0,0
"1369","No",37,1,0,0,0,0,1,0,0,1,0
"1370","No",65,0,0,1,1,0,0,0,0,0,1
"1371","No",53,0,1,0,1,0,0,0,1,0,0
"1372","No",28,0,1,0,0,0,1,0,1,0,0
"1373","No",33,0,1,0,1,0,0,0,0,1,0
"1374","No",56,0,1,0,0,1,0,1,0,0,0
"1376","No",39,0,1,0,0,1,0,0,1,0,0
"1377","No",28,1,0,0,0,0,1,0,0,1,0
"1378","No",36,0,1,0,0,1,0,1,0,0,0
"1379","No",41,0,1,0,0,1,0,1,0,0,0
"1382","No",59,0,1,0,0,1,0,0,1,0,0
"1384","No",34,1,0,0,0,1,0,0,0,1,0
"1385","No",40,0,1,0,0,1,0,1,0,0,0
"1386","No",42,1,0,0,0,1,0,0,1,0,0
"1389","No",51,0,1,0,1,0,0,0,1,0,0
"1390","No",50,1,0,0,0,1,0,0,0,1,0
"1391","No",37,0,1,0,0,1,0,0,0,0,1
"1393","No",52,0,1,0,0,1,0,0,1,0,0
"1394","No",55,0,0,1,0,1,0,1,0,0,0
"1395","No",26,0,1,0,0,0,1,0,1,0,0
"1396","Yes",38,0,1,0,0,1,0,0,0,1,0
"1397","No",32,0,1,0,0,1,0,0,1,0,0
"1398","No",31,0,1,0,0,1,0,0,1,0,0
"1400","No",33,0,1,0,0,0,1,0,0,1,0
"1401","No",35,0,1,0,0,1,0,0,1,0,0
"1402","No",44,1,0,0,0,1,0,0,0,0,1
"1403","No",48,1,0,0,1,0,0,0,0,1,0
"1404","No",29,0,1,0,0,1,0,0,1,0,0
"1405","No",50,1,0,0,0,1,0,0,0,1,0
"1407","No",44,1,0,0,0,0,1,0,1,0,0
"1408","No",36,0,0,1,0,0,1,0,0,1,0
"1409","No",49,0,1,0,1,0,0,0,0,0,1
"1410","No",31,0,1,0,0,1,0,0,1,0,0
"1411","No",49,0,1,0,1,0,0,0,1,0,0
"1413","No",57,1,0,0,1,0,0,0,0,0,1
"1414","No",42,0,1,0,0,1,0,1,0,0,0
"1415","No",36,0,1,0,1,0,0,0,1,0,0
"1416","No",75,0,0,1,1,0,0,1,0,0,0
"1417","No",38,0,1,0,0,0,1,0,1,0,0
"1418","No",40,0,1,0,0,1,0,1,0,0,0
"1419","Yes",38,0,1,0,0,0,1,0,1,0,0
"1420","No",34,1,0,0,0,0,1,0,0,1,0
"1421","No",29,0,1,0,0,0,1,0,0,1,0
"1423","No",79,0,0,1,0,1,0,0,1,0,0
"1424","No",51,1,0,0,1,0,0,0,1,0,0
"1428","No",49,1,0,0,0,1,0,0,1,0,0
"1429","No",42,0,1,0,0,1,0,0,1,0,0
"1430","No",43,0,1,0,0,1,0,1,0,0,0
"1431","No",34,0,1,0,0,1,0,0,1,0,0
"1432","Yes",59,0,0,1,0,0,1,0,1,0,0
"1433","No",35,0,0,1,0,1,0,1,0,0,0
"1434","No",33,0,1,0,0,0,1,0,1,0,0
"1435","No",34,1,0,0,0,0,1,0,1,0,0
"1436","Yes",64,0,0,1,0,1,0,0,1,0,0
"1437","No",34,1,0,0,0,1,0,0,0,1,0
"1439","No",57,0,0,1,0,1,0,1,0,0,0
"1440","No",30,0,1,0,0,1,0,0,1,0,0
"1441","Yes",56,0,0,1,1,0,0,1,0,0,0
"1442","No",49,0,0,1,0,1,0,0,0,0,1
"1444","No",39,0,1,0,0,0,1,0,1,0,0
"1446","No",32,1,0,0,0,1,0,0,1,0,0
"1447","Yes",32,0,1,0,0,0,1,0,0,1,0
"1448","No",45,1,0,0,0,1,0,0,1,0,0
"1449","No",32,0,1,0,0,1,0,0,1,0,0
"1450","Yes",31,1,0,0,0,1,0,0,0,1,0
"1451","No",49,1,0,0,0,1,0,0,1,0,0
"1452","No",29,0,1,0,0,1,0,0,1,0,0
"1453","No",55,0,1,0,0,1,0,0,1,0,0
"1454","No",30,1,0,0,0,1,0,0,1,0,0
"1455","Yes",45,0,1,0,0,0,1,1,0,0,0
"1456","No",39,0,1,0,0,1,0,0,0,1,0
"1457","No",36,1,0,0,0,1,0,0,1,0,0
"1459","Yes",36,1,0,0,0,1,0,0,0,1,0
"1460","No",31,0,1,0,0,0,1,0,1,0,0
"1461","No",36,0,1,0,0,1,0,0,0,0,1
"1462","No",38,0,1,0,0,0,1,0,0,1,0
"1463","No",33,0,0,1,0,1,0,0,1,0,0
"1464","No",40,0,1,0,0,1,0,0,1,0,0
"1465","Yes",31,0,1,0,0,1,0,0,1,0,0
"1466","No",39,0,1,0,0,1,0,0,1,0,0
"1467","No",33,1,0,0,0,1,0,0,0,1,0
"1468","Yes",53,0,1,0,1,0,0,0,1,0,0
"1471","No",55,0,1,0,0,1,0,1,0,0,0
"1473","No",48,0,1,0,0,1,0,0,1,0,0
"1474","No",53,0,1,0,0,1,0,0,1,0,0
"1475","No",44,1,0,0,1,0,0,0,1,0,0
"1476","No",57,1,0,0,0,1,0,0,0,1,0
"1477","No",29,0,1,0,0,0,1,0,1,0,0
"1478","No",31,0,1,0,0,1,0,0,1,0,0
"1480","No",31,0,1,0,0,1,0,1,0,0,0
"1481","No",35,1,0,0,0,1,0,0,0,1,0
"1482","No",40,1,0,0,0,0,1,0,1,0,0
"1484","No",43,0,1,0,0,0,1,0,0,1,0
"1485","No",44,1,0,0,0,1,0,1,0,0,0
"1487","No",40,0,1,0,0,1,0,0,1,0,0
"1488","No",33,1,0,0,0,1,0,1,0,0,0
"1489","No",46,1,0,0,0,1,0,0,0,1,0
"1490","No",27,0,0,1,0,0,1,0,0,1,0
"1491","No",26,1,0,0,0,0,1,0,1,0,0
"1492","No",41,0,1,0,0,1,0,0,1,0,0
"1493","No",34,0,1,0,0,1,0,0,0,1,0
"1494","No",39,0,1,0,0,0,1,0,0,1,0
"1495","No",27,0,1,0,0,0,1,0,1,0,0
"1496","No",31,0,1,0,0,1,0,0,1,0,0
"1497","No",44,0,0,1,0,0,1,0,1,0,0
"1498","No",55,0,0,1,0,1,0,0,0,1,0
"1499","No",51,0,1,0,1,0,0,1,0,0,0
"1500","No",50,1,0,0,0,1,0,0,0,1,0
"1501","No",30,0,1,0,0,1,0,0,1,0,0
"1502","Yes",46,0,1,0,0,1,0,0,1,0,0
"1503","No",49,1,0,0,0,1,0,0,1,0,0
"1504","No",56,0,0,1,0,1,0,0,1,0,0
"1505","Yes",47,1,0,0,1,0,0,0,1,0,0
"1506","No",30,1,0,0,0,1,0,0,1,0,0
"1507","No",36,1,0,0,0,0,1,0,1,0,0
"1508","No",40,1,0,0,0,1,0,0,0,1,0
"1509","No",37,0,1,0,0,0,1,0,1,0,0
"1510","Yes",42,1,0,0,1,0,0,0,1,0,0
"1512","No",34,0,0,1,0,0,1,0,1,0,0
"1513","No",27,1,0,0,0,0,1,0,1,0,0
"1514","No",30,0,1,0,0,1,0,0,1,0,0
"1515","No",32,0,1,0,0,1,0,0,1,0,0
"1516","No",46,0,0,1,0,1,0,1,0,0,0
"1517","No",29,1,0,0,0,1,0,0,0,1,0
"1518","No",53,0,0,1,0,1,0,0,0,0,1
"1520","No",49,0,0,1,0,1,0,0,1,0,0
"1523","No",39,1,0,0,0,1,0,1,0,0,0
"1524","No",34,0,1,0,0,0,1,0,1,0,0
"1526","No",35,0,1,0,0,0,1,0,0,0,1
"1527","No",60,1,0,0,0,1,0,0,1,0,0
"1528","No",57,0,1,0,1,0,0,0,1,0,0
"1529","No",31,0,1,0,0,0,1,0,1,0,0
"1530","No",29,1,0,0,0,0,1,0,1,0,0
"1531","No",41,0,1,0,0,1,0,0,1,0,0
"1532","No",46,0,1,0,0,1,0,1,0,0,0
"1533","Yes",33,0,1,0,0,1,0,0,1,0,0
"1534","No",32,0,1,0,0,0,1,0,1,0,0
"1535","Yes",54,1,0,0,1,0,0,0,0,1,0
"1537","No",32,0,1,0,0,0,1,0,1,0,0
"1538","No",43,1,0,0,0,1,0,0,0,1,0
"1540","No",34,0,1,0,0,1,0,0,1,0,0
"1541","No",31,1,0,0,1,0,0,0,1,0,0
"1543","No",49,1,0,0,0,1,0,0,1,0,0
"1544","No",22,0,0,1,0,0,1,0,0,0,1
"1545","No",35,1,0,0,0,1,0,0,0,1,0
"1546","No",56,1,0,0,0,1,0,0,1,0,0
"1547","No",53,0,1,0,0,1,0,0,1,0,0
"1550","No",41,1,0,0,0,1,0,0,1,0,0
"1551","No",40,0,1,0,0,1,0,0,1,0,0
"1552","No",33,0,1,0,0,1,0,1,0,0,0
"1553","No",33,1,0,0,0,0,1,0,0,1,0
"1554","No",34,0,1,0,0,1,0,0,1,0,0
"1555","No",36,0,1,0,0,1,0,0,1,0,0
"1556","No",34,1,0,0,0,1,0,0,0,1,0
"1557","No",55,1,0,0,0,1,0,1,0,0,0
"1558","Yes",28,0,0,1,0,0,1,0,0,1,0
"1559","No",29,1,0,0,0,0,1,0,1,0,0
"1560","No",31,1,0,0,0,0,1,0,1,0,0
"1561","No",52,1,0,0,0,1,0,0,0,1,0
"1563","No",43,0,1,0,0,1,0,1,0,0,0
"1564","No",55,1,0,0,0,1,0,0,1,0,0
"1565","No",28,0,1,0,1,0,0,0,0,0,1
"1566","No",45,0,0,1,1,0,0,0,1,0,0
"1567","No",45,1,0,0,0,1,0,1,0,0,0
"1568","No",51,1,0,0,0,1,0,0,0,1,0
"1569","No",42,0,1,0,0,0,1,0,1,0,0
"1570","No",43,0,0,1,0,0,1,0,0,0,1
"1571","No",34,1,0,0,0,1,0,0,0,1,0
"1573","No",37,0,1,0,0,1,0,0,1,0,0
"1574","No",50,0,1,0,0,1,0,0,1,0,0
"1575","Yes",42,1,0,0,1,0,0,0,0,0,1
"1577","No",48,1,0,0,0,1,0,0,1,0,0
"1578","No",47,1,0,0,0,1,0,0,1,0,0
"1579","No",40,1,0,0,0,1,0,0,0,1,0
"1581","No",38,0,1,0,0,1,0,1,0,0,0
"1582","No",29,0,1,0,0,0,1,0,0,1,0
"1584","No",26,0,1,0,0,1,0,0,1,0,0
"1585","No",30,0,1,0,0,0,1,0,0,1,0
"1586","No",42,0,1,0,0,1,0,0,1,0,0
"1587","No",42,1,0,0,0,0,1,0,0,1,0
"1588","No",31,1,0,0,0,0,1,0,1,0,0
"1589","No",37,1,0,0,0,0,1,0,0,1,0
"1590","No",26,0,1,0,0,1,0,0,1,0,0
"1591","No",54,0,1,0,0,1,0,0,0,0,1
"1593","No",29,1,0,0,0,0,1,0,1,0,0
"1594","No",50,0,1,0,0,1,0,0,1,0,0
"1595","No",60,0,0,1,1,0,0,0,1,0,0
"1596","No",32,0,1,0,0,0,1,0,1,0,0
"1597","No",32,0,1,0,0,1,0,0,1,0,0
"1598","No",34,1,0,0,0,0,1,0,0,1,0
"1599","No",48,0,1,0,0,0,1,1,0,0,0
"1600","No",25,0,0,1,0,1,0,0,0,1,0
"1602","No",32,0,1,0,0,1,0,1,0,0,0
"1603","No",47,1,0,0,1,0,0,0,1,0,0
"1605","Yes",49,1,0,0,0,0,1,0,0,1,0
"1606","No",53,0,1,0,0,1,0,0,1,0,0
"1607","No",41,0,1,0,0,0,1,0,0,0,1
"1608","No",47,1,0,0,1,0,0,0,0,1,0
"1609","No",35,0,1,0,0,1,0,1,0,0,0
"1610","No",33,1,0,0,0,0,1,0,1,0,0
"1611","No",49,0,1,0,0,1,0,1,0,0,0
"1612","Yes",46,1,0,0,1,0,0,0,0,1,0
"1613","No",29,1,0,0,1,0,0,0,0,1,0
"1614","No",58,1,0,0,0,1,0,1,0,0,0
"1615","No",40,1,0,0,0,0,1,0,1,0,0
"1616","No",34,1,0,0,0,1,0,0,0,1,0
"1617","No",60,0,0,1,0,1,0,1,0,0,0
"1618","No",43,1,0,0,0,1,0,0,0,1,0
"1619","No",50,0,1,0,0,1,0,1,0,0,0
"1620","No",33,0,1,0,0,1,0,0,1,0,0
"1621","No",37,0,1,0,0,1,0,1,0,0,0
"1623","No",45,0,1,0,0,0,1,1,0,0,0
"1624","No",47,0,1,0,0,1,0,1,0,0,0
"1625","No",58,0,1,0,0,1,0,0,1,0,0
"1627","No",55,0,1,0,0,1,0,0,1,0,0
"1628","No",31,0,1,0,0,1,0,0,1,0,0
"1630","No",42,0,1,0,0,1,0,0,1,0,0
"1631","No",32,1,0,0,1,0,0,0,0,1,0
"1632","No",39,0,1,0,0,1,0,0,1,0,0
"1633","No",41,0,1,0,0,1,0,0,1,0,0
"1638","No",43,0,1,0,0,1,0,1,0,0,0
"1639","Yes",39,1,0,0,0,0,1,0,0,1,0
"1640","No",27,1,0,0,0,0,1,0,1,0,0
"1641","No",39,1,0,0,0,1,0,0,0,1,0
"1642","No",27,0,1,0,0,0,1,0,1,0,0
"1643","No",33,1,0,0,0,1,0,0,1,0,0
"1644","No",29,0,1,0,1,0,0,0,1,0,0
"1645","No",33,1,0,0,1,0,0,0,0,1,0
"1646","No",41,1,0,0,0,1,0,0,1,0,0
"1647","No",38,0,1,0,0,0,1,0,0,1,0
"1648","No",30,1,0,0,0,1,0,0,0,1,0
"1649","No",58,0,0,1,0,1,0,0,0,1,0
"1650","No",37,0,1,0,0,0,1,0,1,0,0
"1652","No",45,0,1,0,0,1,0,1,0,0,0
"1653","No",23,0,1,0,0,0,1,0,1,0,0
"1655","No",44,0,1,0,0,1,0,1,0,0,0
"1656","No",32,0,1,0,0,0,1,0,1,0,0
"1657","No",32,1,0,0,0,1,0,0,0,1,0
"1658","No",38,1,0,0,0,1,0,0,0,1,0
"1660","No",34,0,1,0,0,0,1,0,1,0,0
"1661","No",52,0,1,0,0,1,0,0,1,0,0
"1662","No",45,1,0,0,0,0,1,0,1,0,0
"1663","No",50,0,1,0,0,1,0,1,0,0,0
"1664","Yes",52,0,1,0,1,0,0,1,0,0,0
"1665","No",37,0,1,0,0,1,0,0,1,0,0
"1666","No",51,0,1,0,0,1,0,0,1,0,0
"1668","No",33,0,1,0,0,1,0,0,1,0,0
"1669","No",28,0,0,1,0,1,0,0,1,0,0
"1670","No",66,1,0,0,0,1,0,0,0,1,0
"1671","No",31,0,1,0,0,0,1,0,1,0,0
"1672","No",35,0,1,0,0,1,0,1,0,0,0
"1673","Yes",47,0,1,0,0,0,1,0,0,0,1
"1674","No",36,1,0,0,0,0,1,0,1,0,0
"1675","No",32,0,1,0,0,0,1,0,0,1,0
"1676","No",34,0,1,0,0,1,0,1,0,0,0
"1678","No",33,1,0,0,0,1,0,0,0,1,0
"1679","No",39,0,1,0,0,1,0,0,1,0,0
"1680","No",38,1,0,0,0,1,0,0,1,0,0
"1681","Yes",32,0,1,0,0,0,1,0,1,0,0
"1682","No",65,0,0,1,0,1,0,0,0,0,1
"1683","No",34,0,0,1,0,0,1,0,0,1,0
"1684","No",34,1,0,0,0,0,1,1,0,0,0
"1685","No",42,0,1,0,0,0,1,1,0,0,0
"1686","No",31,0,1,0,0,1,0,0,1,0,0
"1687","No",47,0,1,0,0,1,0,0,1,0,0
"1688","No",44,0,1,0,1,0,0,0,1,0,0
"1689","No",38,0,0,1,0,1,0,0,1,0,0
"1690","No",28,1,0,0,0,0,1,0,0,1,0
"1691","No",46,1,0,0,0,0,1,0,1,0,0
"1692","No",51,0,1,0,1,0,0,1,0,0,0
"1693","No",42,1,0,0,1,0,0,0,0,1,0
"1694","Yes",37,0,1,0,0,0,1,0,1,0,0
"1695","No",58,0,0,1,0,1,0,0,0,1,0
"1697","No",36,1,0,0,0,0,1,0,0,1,0
"1700","No",49,0,1,0,0,1,0,0,0,0,1
"1701","No",54,1,0,0,0,1,0,0,0,1,0
"1702","No",29,0,0,1,0,0,1,0,1,0,0
"1703","No",51,0,0,1,1,0,0,0,1,0,0
"1705","Yes",35,1,0,0,0,0,1,0,0,1,0
"1706","Yes",25,0,0,1,0,0,1,0,1,0,0
"1707","Yes",32,0,1,0,0,0,1,0,1,0,0
"1709","No",38,1,0,0,0,1,0,0,0,1,0
"1710","Yes",46,1,0,0,0,1,0,0,1,0,0
"1711","No",43,0,0,1,0,1,0,1,0,0,0
"1712","No",32,0,1,0,0,0,1,0,0,1,0
"1713","No",29,0,1,0,0,0,1,0,1,0,0
"1715","No",57,0,1,0,0,1,0,1,0,0,0
"1716","No",38,1,0,0,0,1,0,0,1,0,0
"1717","No",51,0,1,0,0,1,0,1,0,0,0
"1718","No",35,1,0,0,0,0,1,0,0,1,0
"1719","No",37,0,1,0,0,1,0,1,0,0,0
"1721","No",30,0,1,0,0,0,1,0,1,0,0
"1722","No",60,0,0,1,0,1,0,0,1,0,0
"1723","No",56,1,0,0,0,1,0,0,1,0,0
"1724","No",45,0,1,0,0,1,0,1,0,0,0
"1725","No",38,0,1,0,1,0,0,0,1,0,0
"1726","No",20,0,0,1,0,0,1,0,1,0,0
"1727","No",59,0,0,1,0,1,0,1,0,0,0
"1728","Yes",34,0,1,0,0,1,0,0,0,1,0
"1729","No",36,0,1,0,0,1,0,0,0,0,1
"1731","No",51,1,0,0,0,1,0,0,0,1,0
"1732","No",58,0,0,1,0,1,0,0,1,0,0
"1733","No",48,1,0,0,0,1,0,1,0,0,0
"1734","No",56,1,0,0,0,1,0,0,0,1,0
"1735","No",51,0,1,0,0,1,0,1,0,0,0
"1736","No",35,0,1,0,0,1,0,0,1,0,0
"1738","No",59,0,0,1,0,1,0,0,1,0,0
"1739","No",44,1,0,0,1,0,0,0,0,1,0
"1740","Yes",49,0,0,1,0,1,0,1,0,0,0
"1741","No",35,1,0,0,0,1,0,0,0,1,0
"1742","No",41,1,0,0,0,1,0,0,0,1,0
"1743","No",55,0,0,1,0,1,0,1,0,0,0
"1744","No",51,1,0,0,0,1,0,0,1,0,0
"1745","No",27,0,1,0,0,0,1,0,1,0,0
"1746","No",57,0,1,0,0,1,0,1,0,0,0
"1747","No",51,1,0,0,0,0,1,0,0,1,0
"1748","No",38,1,0,0,0,1,0,0,0,1,0
"1752","No",48,1,0,0,1,0,0,0,1,0,0
"1753","No",47,0,1,0,0,1,0,0,0,1,0
"1754","No",56,0,1,0,0,1,0,0,1,0,0
"1756","Yes",38,0,1,0,0,1,0,0,1,0,0
"1757","No",32,1,0,0,0,1,0,0,0,1,0
"1758","No",42,1,0,0,0,0,1,0,1,0,0
"1759","No",30,0,1,0,0,1,0,1,0,0,0
"1760","No",26,1,0,0,0,0,1,0,0,1,0
"1762","No",35,0,1,0,0,1,0,0,1,0,0
"1764","Yes",57,0,1,0,0,1,0,0,1,0,0
"1766","No",32,0,1,0,0,0,1,0,1,0,0
"1767","No",45,0,1,0,0,1,0,0,1,0,0
"1769","No",31,0,1,0,0,0,1,0,1,0,0
"1770","No",50,1,0,0,0,1,0,0,0,0,1
"1771","No",38,0,1,0,0,0,1,0,1,0,0
"1772","No",37,1,0,0,0,1,0,0,0,1,0
"1773","No",35,1,0,0,0,1,0,0,0,1,0
"1774","No",37,0,0,1,0,1,0,0,0,0,1
"1775","No",28,1,0,0,0,0,1,0,0,1,0
"1776","No",38,1,0,0,0,1,0,0,0,1,0
"1777","No",43,1,0,0,0,1,0,0,1,0,0
"1778","No",43,1,0,0,0,1,0,0,0,0,1
"1779","No",56,1,0,0,0,1,0,0,0,1,0
"1781","No",58,1,0,0,1,0,0,0,0,1,0
"1782","No",47,1,0,0,0,1,0,0,0,1,0
"1783","No",31,0,1,0,0,0,1,0,1,0,0
"1784","No",38,1,0,0,0,1,0,0,0,1,0
"1785","No",50,0,1,0,0,1,0,0,1,0,0
"1786","No",32,0,1,0,0,1,0,0,1,0,0
"1788","No",39,1,0,0,0,1,0,0,0,1,0
"1789","No",40,0,1,0,0,1,0,0,1,0,0
"1790","No",41,0,1,0,0,1,0,0,1,0,0
"1791","No",45,0,1,0,0,1,0,0,1,0,0
"1792","No",31,1,0,0,0,1,0,0,1,0,0
"1793","No",54,0,1,0,0,1,0,1,0,0,0
"1794","No",39,1,0,0,1,0,0,0,1,0,0
"1795","No",56,1,0,0,1,0,0,0,1,0,0
"1796","No",35,1,0,0,0,0,1,0,1,0,0
"1797","No",34,1,0,0,0,1,0,0,1,0,0
"1798","No",31,0,1,0,0,0,1,0,1,0,0
"1799","No",38,0,1,0,0,1,0,0,0,1,0
"1800","No",41,0,1,0,0,1,0,0,0,1,0
"1801","No",44,1,0,0,0,1,0,0,0,1,0
"1802","No",49,0,1,0,0,1,0,0,1,0,0
"1803","No",30,0,1,0,0,0,1,0,1,0,0
"1804","No",31,0,1,0,0,0,1,0,1,0,0
"1805","No",34,1,0,0,0,1,0,0,1,0,0
"1807","No",45,1,0,0,0,1,0,0,0,1,0
"1808","No",31,1,0,0,0,1,0,0,0,1,0
"1809","No",57,1,0,0,0,1,0,0,1,0,0
"1810","No",40,0,1,0,0,1,0,0,0,0,1
"1812","No",44,1,0,0,0,0,1,0,1,0,0
"1813","No",49,0,1,0,1,0,0,0,1,0,0
"1814","No",46,1,0,0,0,1,0,0,0,1,0
"1815","No",34,1,0,0,0,1,0,0,0,1,0
"1816","No",58,0,1,0,0,1,0,0,1,0,0
"1817","No",52,0,1,0,0,1,0,0,1,0,0
"1819","No",48,0,1,0,0,1,0,0,1,0,0
"1820","No",33,0,1,0,1,0,0,0,1,0,0
"1822","No",51,0,0,1,0,1,0,0,0,0,1
"1823","Yes",31,1,0,0,0,1,0,0,0,1,0
"1824","No",35,0,1,0,1,0,0,0,1,0,0
"1825","No",37,1,0,0,0,0,1,0,1,0,0
"1826","No",60,1,0,0,0,1,0,1,0,0,0
"1827","No",40,0,1,0,0,1,0,0,1,0,0
"1829","No",34,1,0,0,0,1,0,0,1,0,0
"1830","No",32,0,1,0,0,1,0,0,1,0,0
"1832","No",32,1,0,0,0,0,1,0,0,1,0
"1833","No",40,0,1,0,1,0,0,0,1,0,0
"1835","No",57,1,0,0,0,1,0,0,0,1,0
"1836","No",46,1,0,0,0,1,0,0,0,1,0
"1837","No",31,0,1,0,0,0,1,1,0,0,0
"1838","Yes",39,0,1,0,1,0,0,0,0,1,0
"1839","No",35,1,0,0,0,1,0,0,1,0,0
"1840","No",32,0,1,0,0,1,0,1,0,0,0
"1841","No",44,0,1,0,1,0,0,0,1,0,0
"1842","No",41,0,1,0,0,0,1,0,1,0,0
"1843","No",59,0,0,1,1,0,0,1,0,0,0
"1844","No",39,0,1,0,0,1,0,0,1,0,0
"1845","Yes",54,1,0,0,0,1,0,0,0,1,0
"1846","No",27,0,1,0,0,0,1,0,1,0,0
"1847","Yes",51,1,0,0,0,1,0,0,1,0,0
"1848","No",33,0,1,0,0,0,1,0,1,0,0
"1850","No",52,1,0,0,0,1,0,0,0,1,0
"1851","No",54,1,0,0,1,0,0,0,0,1,0
